Participant,Difficulty,Technique,Time
s0828,Level1,B,0.65
s0828,Level1,C,0.95
s0828,Level2,A,0.5
s0828,Level2,B,0.85
s0828,Level2,C,0.85
s0828,Level3,A,0.88
s0828,Level3,B,1.29
s0828,Level3,C,0.7
s0828,Level4,A,5.98
s0828,Level4,B,3.69
s0828,Level4,C,3.34
s0829,Level1,A,0.23
s0829,Level1,B,0.66
s0829,Level1,C,0.42
s0829,Level2,A,0.61
s0829,Level2,B,0.43
s0829,Level2,C,0.24
s0829,Level3,A,0.31
s0829,Level3,B,0.39
s0829,Level3,C,0.53
s0829,Level4,A,0.84
s0829,Level4,B,0.95
s0829,Level4,C,3.37
s0830,Level1,A,0.73
s0830,Level1,B,0.65
s0830,Level1,C,1.26
s0830,Level2,A,0.44
s0830,Level2,B,1.65
s0830,Level2,C,0.85
s0830,Level3,A,0.79
s0830,Level3,B,0.78
s0830,Level3,C,1.19
s0830,Level4,A,10.96
s0830,Level4,B,4.19
s0830,Level4,C,3.7
s0831,Level1,A,0.58
s0831,Level1,B,0.4
s0831,Level1,C,0.43
s0831,Level2,A,0.54
s0831,Level2,B,0.44
s0831,Level2,C,0.69
s0831,Level3,A,0.9
s0831,Level3,B,0.39
s0831,Level3,C,0.74
s0831,Level4,A,5.23
s0831,Level4,B,7.96
s0831,Level4,C,8.08
s0832,Level1,A,1.37
s0832,Level1,B,0.99
s0832,Level1,C,1.77
s0832,Level2,A,0.88
s0832,Level2,B,1.27
s0832,Level2,C,0.72
s0832,Level3,A,1.2
s0832,Level3,B,0.33
s0832,Level3,C,1.16
s0832,Level4,A,10.03
s0832,Level4,B,3.15
s0832,Level4,C,6.31
s0833,Level1,A,0.88
s0833,Level1,B,0.39
s0833,Level1,C,0.26
s0833,Level2,A,0.29
s0833,Level2,B,0.33
s0833,Level2,C,0.24
s0833,Level3,A,0.54
s0833,Level3,B,0.44
s0833,Level3,C,0.54
s0833,Level4,A,2.49
s0833,Level4,B,3.31
s0833,Level4,C,2.19
s0834,Level1,A,0.81
s0834,Level1,B,0.99
s0834,Level1,C,0.54
s0834,Level2,A,0.29
s0834,Level2,B,0.44
s0834,Level2,C,0.92
s0834,Level3,A,0.47
s0834,Level3,B,0.57
s0834,Level3,C,0.95
s0834,Level4,A,2.93
s0834,Level4,B,2.94
s0834,Level4,C,1.12
s0835,Level1,A,0.76
s0835,Level1,B,1.48
s0835,Level1,C,0.68
s0835,Level2,A,1.13
s0835,Level2,B,1.03
s0835,Level2,C,0.75
s0835,Level3,A,0.81
s0835,Level3,B,0.87
s0835,Level3,C,1.19
s0835,Level4,A,5.32
s0835,Level4,B,6.49
s0835,Level4,C,6.29
s0836,Level1,A,0.17
s0836,Level1,B,0.39
s0836,Level1,C,0.36
s0836,Level2,A,0.3
s0836,Level2,B,0.37
s0836,Level2,C,0.24
s0836,Level3,A,0.68
s0836,Level3,B,0.62
s0836,Level3,C,0.4
s0836,Level4,A,3.07
s0836,Level4,B,2.08
s0836,Level4,C,1.15
s0837,Level1,A,0.36
s0837,Level1,B,0.32
s0837,Level1,C,0.64
s0837,Level2,A,0.68
s0837,Level2,B,0.81
s0837,Level2,C,0.76
s0837,Level3,A,0.54
s0837,Level3,B,0.89
s0837,Level3,C,0.7
s0837,Level4,A,3.66
s0837,Level4,B,3.17
s0837,Level4,C,7.89
s0838,Level1,A,1.44
s0838,Level1,B,3.07
s0838,Level1,C,1.72
s0838,Level2,A,1.81
s0838,Level2,B,3.21
s0838,Level2,C,5.08
s0838,Level3,A,3.31
s0838,Level3,B,0.96
s0838,Level3,C,1.44
s0838,Level4,A,34.89
s0838,Level4,B,9.17
s0838,Level4,C,9.54
s0839,Level1,A,0.25
s0839,Level1,B,0.44
s0839,Level1,C,0.48
s0839,Level2,A,0.29
s0839,Level2,B,0.23
s0839,Level2,C,0.29
s0839,Level3,A,0.41
s0839,Level3,B,0.21
s0839,Level3,C,0.24
s0839,Level4,A,4.79
s0839,Level4,B,3.07
s0839,Level4,C,3.81
s0840,Level1,A,0.22
s0840,Level1,B,0.54
s0840,Level1,C,0.32
s0840,Level2,A,0.87
s0840,Level2,B,0.4
s0840,Level2,C,0.74
s0840,Level3,A,0.28
s0840,Level3,B,0.53
s0840,Level3,C,0.23
s0840,Level4,A,1.27
s0840,Level4,B,3.32
s0840,Level4,C,4.19
s0841,Level1,A,0.32
s0841,Level1,B,0.65
s0841,Level1,C,0.41
s0841,Level2,A,0.54
s0841,Level2,B,0.54
s0841,Level2,C,0.83
s0841,Level3,A,0.56
s0841,Level3,B,0.59
s0841,Level3,C,0.64
s0841,Level4,A,4.72
s0841,Level4,B,5.43
s0841,Level4,C,6.53
s0842,Level1,A,0.57
s0842,Level1,B,0.45
s0842,Level1,C,0.74
s0842,Level2,A,0.92
s0842,Level2,B,0.55
s0842,Level2,C,1.22
s0842,Level3,A,0.9
s0842,Level3,B,0.5
s0842,Level3,C,0.78
s0842,Level4,A,2.94
s0842,Level4,B,3.27
s0842,Level4,C,3.26
s0843,Level1,A,1.73
s0843,Level1,B,0.83
s0843,Level1,C,1.35
s0843,Level2,A,1.12
s0843,Level2,B,1.23
s0843,Level2,C,1.04
s0843,Level3,A,1.17
s0843,Level3,B,1.54
s0843,Level3,C,2.75
s0843,Level4,A,7.95
s0843,Level4,B,4.79
s0843,Level4,C,4.61
s0844,Level1,A,0.64
s0844,Level1,B,0.64
s0844,Level1,C,0.35
s0844,Level2,A,0.86
s0844,Level2,B,0.76
s0844,Level2,C,0.53
s0844,Level3,A,0.44
s0844,Level3,B,0.53
s0844,Level3,C,0.94
s0844,Level4,A,3.66
s0844,Level4,B,3.19
s0844,Level4,C,3.89
s0845,Level1,A,0.36
s0845,Level1,B,0.81
s0845,Level1,C,0.32
s0845,Level2,A,0.8
s0845,Level2,B,0.62
s0845,Level2,C,0.65
s0845,Level3,A,0.5
s0845,Level3,B,0.67
s0845,Level3,C,0.47
s0845,Level4,A,3.48
s0845,Level4,B,7
s0845,Level4,C,3.18
s0846,Level1,A,1.71
s0846,Level1,B,1.17
s0846,Level1,C,1.79
s0846,Level2,A,2.78
s0846,Level2,B,0.94
s0846,Level2,C,1.49
s0846,Level3,A,1.64
s0846,Level3,B,1.49
s0846,Level3,C,1.51
s0846,Level4,A,14.05
s0846,Level4,B,12.06
s0846,Level4,C,19.27
s0847,Level1,A,0.5
s0847,Level1,B,0.62
s0847,Level1,C,0.77
s0847,Level2,A,0.6
s0847,Level2,B,0.68
s0847,Level2,C,0.87
s0847,Level3,A,0.59
s0847,Level3,B,0.35
s0847,Level3,C,0.79
s0847,Level4,A,4.96
s0847,Level4,B,5.47
s0847,Level4,C,7.28
s0848,Level1,A,0.42
s0848,Level1,B,0.33
s0848,Level1,C,1.15
s0848,Level2,A,0.93
s0848,Level2,B,1.08
s0848,Level2,C,0.72
s0848,Level3,A,0.41
s0848,Level3,B,0.34
s0848,Level3,C,0.72
s0848,Level4,A,3.73
s0848,Level4,B,5.49
s0848,Level4,C,3.42
s0849,Level1,A,0.38
s0849,Level1,B,0.24
s0849,Level1,C,0.4
s0849,Level2,A,0.24
s0849,Level2,B,0.87
s0849,Level2,C,0.34
s0849,Level3,A,0.5
s0849,Level3,B,0.98
s0849,Level3,C,0.48
s0849,Level4,A,3.8
s0849,Level4,B,3.34
s0849,Level4,C,4.06
s0850,Level1,A,0.5
s0850,Level1,B,0.84
s0850,Level1,C,1.77
s0850,Level2,A,0.97
s0850,Level2,B,0.58
s0850,Level2,C,1.37
s0850,Level3,A,0.61
s0850,Level3,B,0.9
s0850,Level3,C,0.69
s0850,Level4,A,3.64
s0850,Level4,B,3.92
s0850,Level4,C,6.95
s0851,Level1,A,0.4
s0851,Level1,B,0.41
s0851,Level1,C,0.59
s0851,Level2,A,0.89
s0851,Level2,B,0.6
s0851,Level2,C,0.68
s0851,Level3,A,0.27
s0851,Level3,B,0.69
s0851,Level3,C,0.63
s0851,Level4,A,6.65
s0851,Level4,B,3.68
s0851,Level4,C,2.41
s0852,Level1,A,0.36
s0852,Level1,B,0.38
s0852,Level1,C,0.41
s0852,Level2,A,0.57
s0852,Level2,B,0.48
s0852,Level2,C,0.46
s0852,Level3,A,0.21
s0852,Level3,B,0.81
s0852,Level3,C,0.72
s0852,Level4,A,1.94
s0852,Level4,B,2.39
s0852,Level4,C,2.03
s0853,Level1,A,0.34
s0853,Level1,B,0.31
s0853,Level1,C,0.42
s0853,Level2,A,0.46
s0853,Level2,B,0.63
s0853,Level2,C,0.58
s0853,Level3,A,0.32
s0853,Level3,B,0.83
s0853,Level3,C,0.94
s0853,Level4,A,3.3
s0853,Level4,B,3.29
s0853,Level4,C,3.38
s0854,Level1,A,0.75
s0854,Level1,B,1.33
s0854,Level1,C,1.62
s0854,Level2,A,0.65
s0854,Level2,B,1.11
s0854,Level2,C,1.06
s0854,Level3,A,0.75
s0854,Level3,B,0.67
s0854,Level3,C,0.56
s0854,Level4,A,4.67
s0854,Level4,B,4.73
s0854,Level4,C,9.99
s0855,Level1,A,0.42
s0855,Level1,B,0.55
s0855,Level1,C,0.27
s0855,Level2,A,0.32
s0855,Level2,B,0.31
s0855,Level2,C,0.45
s0855,Level3,A,0.45
s0855,Level3,B,0.52
s0855,Level3,C,0.48
s0855,Level4,A,2.86
s0855,Level4,B,1.87
s0855,Level4,C,1
s0856,Level1,A,0.77
s0856,Level1,B,0.33
s0856,Level1,C,0.35
s0856,Level2,A,1.2
s0856,Level2,B,0.8
s0856,Level2,C,1.09
s0856,Level3,A,1.33
s0856,Level3,B,0.49
s0856,Level3,C,0.75
s0856,Level4,A,3.97
s0856,Level4,B,3.03
s0856,Level4,C,1.36
s0857,Level1,A,0.23
s0857,Level1,B,0.52
s0857,Level1,C,0.75
s0857,Level2,A,0.1
s0857,Level2,B,0.28
s0857,Level2,C,0.23
s0857,Level3,A,0.41
s0857,Level3,B,0.35
s0857,Level3,C,0.44
s0857,Level4,A,1.27
s0857,Level4,B,1.91
s0857,Level4,C,1.57
s0858,Level1,A,0.68
s0858,Level1,B,0.89
s0858,Level1,C,1.65
s0858,Level2,A,1.32
s0858,Level2,B,0.73
s0858,Level2,C,0.96
s0858,Level3,A,0.69
s0858,Level3,B,1.19
s0858,Level3,C,1.66
s0858,Level4,A,2.94
s0858,Level4,B,7.14
s0858,Level4,C,5.13
s0859,Level1,A,1.64
s0859,Level1,B,1.07
s0859,Level1,C,1.04
s0859,Level2,A,0.74
s0859,Level2,B,1.21
s0859,Level2,C,1.3
s0859,Level3,A,3.7
s0859,Level3,B,0.76
s0859,Level3,C,0.73
s0859,Level4,A,6.39
s0859,Level4,B,10.05
s0859,Level4,C,7.88
s0860,Level1,A,0.29
s0860,Level1,B,0.72
s0860,Level1,C,0.71
s0860,Level2,A,0.64
s0860,Level2,B,0.39
s0860,Level2,C,0.71
s0860,Level3,A,0.78
s0860,Level3,B,0.23
s0860,Level3,C,0.27
s0860,Level4,A,2.3
s0860,Level4,B,1.92
s0860,Level4,C,4.04
s0861,Level1,A,0.48
s0861,Level1,B,0.3
s0861,Level1,C,0.28
s0861,Level2,A,0.13
s0861,Level2,B,0.19
s0861,Level2,C,0.18
s0861,Level3,A,0.31
s0861,Level3,B,0.27
s0861,Level3,C,0.32
s0861,Level4,A,1.7
s0861,Level4,B,1.9
s0861,Level4,C,2.85
s0862,Level1,A,0.44
s0862,Level1,B,1.13
s0862,Level1,C,0.37
s0862,Level2,A,0.31
s0862,Level2,B,0.86
s0862,Level2,C,0.56
s0862,Level3,A,0.71
s0862,Level3,B,0.17
s0862,Level3,C,0.48
s0862,Level4,A,2.91
s0862,Level4,B,3.13
s0862,Level4,C,2.61
s0863,Level1,A,1.65
s0863,Level1,B,0.79
s0863,Level1,C,1.73
s0863,Level2,A,0.56
s0863,Level2,B,1.93
s0863,Level2,C,2.23
s0863,Level3,A,0.9
s0863,Level3,B,1.82
s0863,Level3,C,1.79
s0863,Level4,A,7.9
s0863,Level4,B,14.65
s0863,Level4,C,4.81
s0864,Level1,A,0.48
s0864,Level1,B,0.19
s0864,Level1,C,0.19
s0864,Level2,A,0.97
s0864,Level2,B,0.29
s0864,Level2,C,0.47
s0864,Level3,A,0.4
s0864,Level3,B,0.48
s0864,Level3,C,0.91
s0864,Level4,A,3.72
s0864,Level4,B,2.77
s0864,Level4,C,2.87
s0865,Level1,A,0.74
s0865,Level1,B,0.57
s0865,Level1,C,0.57
s0865,Level2,A,0.36
s0865,Level2,B,0.88
s0865,Level2,C,0.49
s0865,Level3,A,0.35
s0865,Level3,B,0.3
s0865,Level3,C,0.29
s0865,Level4,A,3.63
s0865,Level4,B,1.96
s0865,Level4,C,1.43
s0866,Level1,A,0.75
s0866,Level1,B,1.67
s0866,Level1,C,1.13
s0866,Level2,A,0.86
s0866,Level2,B,0.79
s0866,Level2,C,0.74
s0866,Level3,A,0.81
s0866,Level3,B,1.25
s0866,Level3,C,1.16
s0866,Level4,A,2.53
s0866,Level4,B,6.96
s0866,Level4,C,3.46
s0867,Level1,A,0.32
s0867,Level1,B,0.59
s0867,Level1,C,0.34
s0867,Level2,A,0.53
s0867,Level2,B,0.46
s0867,Level2,C,0.82
s0867,Level3,A,0.43
s0867,Level3,B,0.42
s0867,Level3,C,0.95
s0867,Level4,A,5.84
s0867,Level4,B,2.52
s0867,Level4,C,5.48
s0868,Level1,A,0.58
s0868,Level1,B,0.41
s0868,Level1,C,0.78
s0868,Level2,A,0.7
s0868,Level2,B,0.33
s0868,Level2,C,0.69
s0868,Level3,A,0.57
s0868,Level3,B,0.8
s0868,Level3,C,0.5
s0868,Level4,A,4.93
s0868,Level4,B,4.59
s0868,Level4,C,2.38
s0869,Level1,A,0.17
s0869,Level1,B,0.36
s0869,Level1,C,0.36
s0869,Level2,A,0.55
s0869,Level2,B,0.25
s0869,Level2,C,0.41
s0869,Level3,A,0.4
s0869,Level3,B,0.39
s0869,Level3,C,0.29
s0869,Level4,A,1.89
s0869,Level4,B,1.97
s0869,Level4,C,1.11
s0870,Level1,A,0.39
s0870,Level1,B,0.41
s0870,Level1,C,1
s0870,Level2,A,0.4
s0870,Level2,B,0.56
s0870,Level2,C,0.53
s0870,Level3,A,0.51
s0870,Level3,B,0.41
s0870,Level3,C,0.3
s0870,Level4,A,5.53
s0870,Level4,B,2.74
s0870,Level4,C,2.25
s0871,Level1,A,0.51
s0871,Level1,B,0.25
s0871,Level1,C,0.52
s0871,Level2,A,0.73
s0871,Level2,B,0.25
s0871,Level2,C,0.39
s0871,Level3,A,0.37
s0871,Level3,B,0.71
s0871,Level3,C,0.65
s0871,Level4,A,2.71
s0871,Level4,B,1.82
s0871,Level4,C,4.15
s0872,Level1,A,0.34
s0872,Level1,B,0.62
s0872,Level1,C,0.16
s0872,Level2,A,0.44
s0872,Level2,B,0.61
s0872,Level2,C,0.21
s0872,Level3,A,0.36
s0872,Level3,B,0.62
s0872,Level3,C,0.46
s0872,Level4,A,1.96
s0872,Level4,B,1.75
s0872,Level4,C,2.45
s0873,Level1,A,0.64
s0873,Level1,B,1.17
s0873,Level1,C,0.56
s0873,Level2,A,0.59
s0873,Level2,B,0.75
s0873,Level2,C,0.41
s0873,Level3,A,0.76
s0873,Level3,B,0.35
s0873,Level3,C,1.2
s0873,Level4,A,3.4
s0873,Level4,B,2.84
s0873,Level4,C,1.54
s0874,Level1,A,1.68
s0874,Level1,B,1.86
s0874,Level1,C,0.91
s0874,Level2,A,1.01
s0874,Level2,B,0.77
s0874,Level2,C,2
s0874,Level3,A,0.91
s0874,Level3,B,1.1
s0874,Level3,C,0.9
s0874,Level4,A,7.74
s0874,Level4,B,7.02
s0874,Level4,C,8.93
s0875,Level1,A,0.41
s0875,Level1,B,0.33
s0875,Level1,C,0.59
s0875,Level2,A,0.24
s0875,Level2,B,0.39
s0875,Level2,C,0.53
s0875,Level3,A,0.48
s0875,Level3,B,0.31
s0875,Level3,C,0.29
s0875,Level4,A,2.42
s0875,Level4,B,3.3
s0875,Level4,C,1.89
s0876,Level1,A,0.63
s0876,Level1,B,1.03
s0876,Level1,C,0.42
s0876,Level2,A,0.6
s0876,Level2,B,0.54
s0876,Level2,C,0.43
s0876,Level3,A,1.05
s0876,Level3,B,0.89
s0876,Level3,C,0.58
s0876,Level4,A,5.31
s0876,Level4,B,3.77
s0876,Level4,C,1.65
s0877,Level1,A,0.42
s0877,Level1,B,0.53
s0877,Level1,C,0.47
s0877,Level2,A,1.35
s0877,Level2,B,0.33
s0877,Level2,C,0.41
s0877,Level3,A,0.37
s0877,Level3,B,0.67
s0877,Level3,C,0.39
s0877,Level4,A,1.23
s0877,Level4,B,5.36
s0877,Level4,C,4.09
s0878,Level1,A,0.62
s0878,Level1,B,0.88
s0878,Level1,C,0.58
s0878,Level2,A,0.49
s0878,Level2,B,0.65
s0878,Level2,C,0.87
s0878,Level3,A,0.36
s0878,Level3,B,1.32
s0878,Level3,C,0.64
s0878,Level4,A,1.93
s0878,Level4,B,3.74
s0878,Level4,C,3.63
s0879,Level1,A,0.37
s0879,Level1,B,0.38
s0879,Level1,C,0.57
s0879,Level2,A,0.42
s0879,Level2,B,0.56
s0879,Level2,C,0.36
s0879,Level3,A,0.77
s0879,Level3,B,0.72
s0879,Level3,C,0.33
s0879,Level4,A,3.62
s0879,Level4,B,2.14
s0879,Level4,C,3.15
s0880,Level1,A,1.76
s0880,Level1,B,1.19
s0880,Level1,C,1.45
s0880,Level2,A,1.68
s0880,Level2,B,1.26
s0880,Level2,C,1.81
s0880,Level3,A,2.36
s0880,Level3,B,2.22
s0880,Level3,C,1.36
s0880,Level4,A,6.01
s0880,Level4,B,10.71
s0880,Level4,C,11.45
s0881,Level1,A,1.1
s0881,Level1,B,1.12
s0881,Level1,C,0.81
s0881,Level2,A,1.65
s0881,Level2,B,0.62
s0881,Level2,C,2.01
s0881,Level3,A,1.33
s0881,Level3,B,1.82
s0881,Level3,C,1.5
s0881,Level4,A,5.1
s0881,Level4,B,3.87
s0881,Level4,C,3.73
s0882,Level1,A,0.32
s0882,Level1,B,0.96
s0882,Level1,C,0.69
s0882,Level2,A,0.37
s0882,Level2,B,0.4
s0882,Level2,C,0.3
s0882,Level3,A,0.96
s0882,Level3,B,0.43
s0882,Level3,C,0.57
s0882,Level4,A,1.46
s0882,Level4,B,3.78
s0882,Level4,C,2.42
s0883,Level1,A,1.02
s0883,Level1,B,0.3
s0883,Level1,C,0.53
s0883,Level2,A,1.86
s0883,Level2,B,0.34
s0883,Level2,C,0.31
s0883,Level3,A,0.53
s0883,Level3,B,0.5
s0883,Level3,C,1.29
s0883,Level4,A,1.8
s0883,Level4,B,2.79
s0883,Level4,C,1.93
s0884,Level1,A,1.45
s0884,Level1,B,2.11
s0884,Level1,C,0.76
s0884,Level2,A,1.23
s0884,Level2,B,1.23
s0884,Level2,C,1.12
s0884,Level3,A,2.08
s0884,Level3,B,1.3
s0884,Level3,C,0.98
s0884,Level4,A,5.68
s0884,Level4,B,4.77
s0884,Level4,C,4.72
s0885,Level1,A,1.28
s0885,Level1,B,1.18
s0885,Level1,C,0.89
s0885,Level2,A,0.9
s0885,Level2,B,0.5
s0885,Level2,C,1.01
s0885,Level3,A,0.43
s0885,Level3,B,0.59
s0885,Level3,C,0.83
s0885,Level4,A,4.02
s0885,Level4,B,4.76
s0885,Level4,C,5.89
s0886,Level1,A,0.53
s0886,Level1,B,3.28
s0886,Level1,C,1.43
s0886,Level2,A,1.41
s0886,Level2,B,0.75
s0886,Level2,C,0.96
s0886,Level3,A,1.07
s0886,Level3,B,1.48
s0886,Level3,C,0.91
s0886,Level4,A,7.34
s0886,Level4,B,15.75
s0886,Level4,C,6.07
s0887,Level1,A,1.2
s0887,Level1,B,0.89
s0887,Level1,C,2.15
s0887,Level2,A,1.25
s0887,Level2,B,1.07
s0887,Level2,C,0.73
s0887,Level3,A,1.73
s0887,Level3,B,0.88
s0887,Level3,C,0.77
s0887,Level4,A,6.19
s0887,Level4,B,6.18
s0887,Level4,C,8.51
s0888,Level1,A,0.46
s0888,Level1,B,0.96
s0888,Level1,C,1
s0888,Level2,A,0.92
s0888,Level2,B,0.63
s0888,Level2,C,1.68
s0888,Level3,A,1.2
s0888,Level3,B,0.82
s0888,Level3,C,0.37
s0888,Level4,A,3.76
s0888,Level4,B,4.4
s0888,Level4,C,9.37
s0889,Level1,A,0.29
s0889,Level1,B,0.4
s0889,Level1,C,0.5
s0889,Level2,A,0.51
s0889,Level2,B,0.33
s0889,Level2,C,0.3
s0889,Level3,A,0.47
s0889,Level3,B,0.35
s0889,Level3,C,0.66
s0889,Level4,A,2.74
s0889,Level4,B,2.37
s0889,Level4,C,3.45
s0890,Level1,A,0.44
s0890,Level1,B,0.75
s0890,Level1,C,0.74
s0890,Level2,A,0.77
s0890,Level2,B,0.38
s0890,Level2,C,0.56
s0890,Level3,A,0.49
s0890,Level3,B,0.43
s0890,Level3,C,0.38
s0890,Level4,A,1.62
s0890,Level4,B,3.39
s0890,Level4,C,3.46
s0891,Level1,A,0.44
s0891,Level1,B,0.28
s0891,Level1,C,0.62
s0891,Level2,A,0.73
s0891,Level2,B,0.29
s0891,Level2,C,0.5
s0891,Level3,A,0.48
s0891,Level3,B,0.48
s0891,Level3,C,0.48
s0891,Level4,A,1.76
s0891,Level4,B,2.36
s0891,Level4,C,2.17
s0892,Level1,A,0.88
s0892,Level1,B,1.05
s0892,Level1,C,1.67
s0892,Level2,A,1.11
s0892,Level2,B,0.94
s0892,Level2,C,1.81
s0892,Level3,A,1.68
s0892,Level3,B,0.81
s0892,Level3,C,0.98
s0892,Level4,A,4.06
s0892,Level4,B,3.64
s0892,Level4,C,5.91
s0893,Level1,A,1.38
s0893,Level1,B,0.81
s0893,Level1,C,0.54
s0893,Level2,A,0.68
s0893,Level2,B,0.43
s0893,Level2,C,0.59
s0893,Level3,A,0.69
s0893,Level3,B,0.72
s0893,Level3,C,2.7
s0893,Level4,A,11.32
s0893,Level4,B,11.9
s0893,Level4,C,2.85
s0894,Level1,A,0.95
s0894,Level1,B,0.69
s0894,Level1,C,0.28
s0894,Level2,A,0.47
s0894,Level2,B,0.5
s0894,Level2,C,1.12
s0894,Level3,A,1.14
s0894,Level3,B,0.73
s0894,Level3,C,0.83
s0894,Level4,A,4.44
s0894,Level4,B,4.97
s0894,Level4,C,2.87
s0895,Level1,A,0.31
s0895,Level1,B,0.59
s0895,Level1,C,0.33
s0895,Level2,A,0.51
s0895,Level2,B,0.21
s0895,Level2,C,0.24
s0895,Level3,A,0.41
s0895,Level3,B,0.27
s0895,Level3,C,0.43
s0895,Level4,A,3.2
s0895,Level4,B,2.34
s0895,Level4,C,1.97
s0896,Level1,A,2.42
s0896,Level1,B,0.87
s0896,Level1,C,0.84
s0896,Level2,A,0.98
s0896,Level2,B,1.2
s0896,Level2,C,2.94
s0896,Level3,A,1.04
s0896,Level3,B,0.98
s0896,Level3,C,0.89
s0896,Level4,A,9.27
s0896,Level4,B,11.25
s0896,Level4,C,5.71
s0897,Level1,A,0.88
s0897,Level1,B,0.31
s0897,Level1,C,0.51
s0897,Level2,A,0.57
s0897,Level2,B,0.47
s0897,Level2,C,0.21
s0897,Level3,A,0.49
s0897,Level3,B,0.41
s0897,Level3,C,0.57
s0897,Level4,A,4.31
s0897,Level4,B,3.97
s0897,Level4,C,3.34
s0898,Level1,A,0.42
s0898,Level1,B,0.5
s0898,Level1,C,0.17
s0898,Level2,A,0.27
s0898,Level2,B,0.33
s0898,Level2,C,0.36
s0898,Level3,A,0.27
s0898,Level3,B,0.12
s0898,Level3,C,0.27
s0898,Level4,A,2.2
s0898,Level4,B,3.34
s0898,Level4,C,2.18
s0899,Level1,A,0.66
s0899,Level1,B,0.63
s0899,Level1,C,0.55
s0899,Level2,A,0.86
s0899,Level2,B,0.65
s0899,Level2,C,0.57
s0899,Level3,A,1.14
s0899,Level3,B,0.38
s0899,Level3,C,0.84
s0899,Level4,A,2.86
s0899,Level4,B,1.3
s0899,Level4,C,3.28
s0900,Level1,A,0.26
s0900,Level1,B,0.35
s0900,Level1,C,0.15
s0900,Level2,A,0.26
s0900,Level2,B,0.25
s0900,Level2,C,0.4
s0900,Level3,A,0.21
s0900,Level3,B,0.34
s0900,Level3,C,0.17
s0900,Level4,A,1.09
s0900,Level4,B,1.73
s0900,Level4,C,2.37
s0901,Level1,A,0.48
s0901,Level1,B,0.33
s0901,Level1,C,1.12
s0901,Level2,A,0.93
s0901,Level2,B,0.5
s0901,Level2,C,0.28
s0901,Level3,A,0.89
s0901,Level3,B,0.71
s0901,Level3,C,0.73
s0901,Level4,A,2.44
s0901,Level4,B,6.64
s0901,Level4,C,7.62
s0902,Level1,A,0.23
s0902,Level1,B,0.49
s0902,Level1,C,0.22
s0902,Level2,A,0.63
s0902,Level2,B,0.34
s0902,Level2,C,0.85
s0902,Level3,A,0.43
s0902,Level3,B,0.29
s0902,Level3,C,0.79
s0902,Level4,A,2.73
s0902,Level4,B,2.36
s0902,Level4,C,3.13
s0903,Level1,A,0.44
s0903,Level1,B,0.28
s0903,Level1,C,0.98
s0903,Level2,A,0.62
s0903,Level2,B,0.39
s0903,Level2,C,0.29
s0903,Level3,A,0.61
s0903,Level3,B,0.99
s0903,Level3,C,0.27
s0903,Level4,A,2.51
s0903,Level4,B,4.46
s0903,Level4,C,4.34
s0904,Level1,A,0.28
s0904,Level1,B,0.13
s0904,Level1,C,0.34
s0904,Level2,A,0.45
s0904,Level2,B,0.32
s0904,Level2,C,0.36
s0904,Level3,A,0.14
s0904,Level3,B,0.42
s0904,Level3,C,0.46
s0904,Level4,A,5.77
s0904,Level4,B,1.88
s0904,Level4,C,3.41
s0905,Level1,A,0.38
s0905,Level1,B,0.67
s0905,Level1,C,0.5
s0905,Level2,A,0.59
s0905,Level2,B,0.24
s0905,Level2,C,0.5
s0905,Level3,A,0.4
s0905,Level3,B,0.64
s0905,Level3,C,0.41
s0905,Level4,A,3.5
s0905,Level4,B,4.03
s0905,Level4,C,2.9
s0906,Level1,A,1.54
s0906,Level1,B,1.06
s0906,Level1,C,1.7
s0906,Level2,A,0.61
s0906,Level2,B,1.84
s0906,Level2,C,0.89
s0906,Level3,A,1.34
s0906,Level3,B,1.84
s0906,Level3,C,0.65
s0906,Level4,A,6.04
s0906,Level4,B,6.09
s0906,Level4,C,5.2
s0907,Level1,A,1.41
s0907,Level1,B,1.08
s0907,Level1,C,2
s0907,Level2,A,1.07
s0907,Level2,B,2.31
s0907,Level2,C,1.56
s0907,Level3,A,2.54
s0907,Level3,B,1.02
s0907,Level3,C,0.76
s0907,Level4,A,7.89
s0907,Level4,B,3.59
s0907,Level4,C,15.74
s0908,Level1,A,2.13
s0908,Level1,B,1.03
s0908,Level1,C,0.92
s0908,Level2,A,0.63
s0908,Level2,B,0.78
s0908,Level2,C,0.84
s0908,Level3,A,0.71
s0908,Level3,B,0.97
s0908,Level3,C,0.52
s0908,Level4,A,5.11
s0908,Level4,B,5.43
s0908,Level4,C,8.39
s0909,Level1,A,0.34
s0909,Level1,B,0.71
s0909,Level1,C,0.6
s0909,Level2,A,0.29
s0909,Level2,B,0.16
s0909,Level2,C,0.91
s0909,Level3,A,0.71
s0909,Level3,B,0.45
s0909,Level3,C,0.15
s0909,Level4,A,3.28
s0909,Level4,B,1.99
s0909,Level4,C,2.5
s0910,Level1,A,0.66
s0910,Level1,B,0.24
s0910,Level1,C,0.44
s0910,Level2,A,0.47
s0910,Level2,B,0.69
s0910,Level2,C,0.68
s0910,Level3,A,1.43
s0910,Level3,B,0.47
s0910,Level3,C,0.99
s0910,Level4,A,4.62
s0910,Level4,B,3.57
s0910,Level4,C,3.96
s0911,Level1,A,0.33
s0911,Level1,B,0.94
s0911,Level1,C,1.21
s0911,Level2,A,0.78
